%Y-%m-%d;SPI;BASI;INDU;CONG;HLTH;CONS;TELE;UTIL;FINA;TECH
2004-06-10;837.38;815.6;551;1240.98;915.06;741.45;752.15;1942.61;779.29;459.68
2004-06-11;838.82;817.95;553.65;1238.31;917.9;742.85;755.03;1956.19;780.89;453.79
2004-06-14;831.08;813.63;544.79;1231.14;908.82;734.6;757.9;1950.49;773.47;447.96
2004-06-15;836.1;816.03;548.22;1235.9;916.52;740.1;767.48;1974.82;777.24;445.97
2004-06-16;841.24;819.68;549.66;1240.41;923.58;742.93;775.15;1959.03;782.83;449.79
2004-06-17;840.67;822.98;548.21;1244;920.78;745.49;768.44;1982.25;782.48;447.97
2004-06-18;839.24;824.36;547.31;1243.31;921.75;740.72;777.06;1999.5;778.17;443.36
2004-06-21;842.44;833.5;548.86;1250.77;926.15;738.99;781.86;2028.79;779.57;441.49
2004-06-22;834.73;824.44;549.33;1254.36;915.96;724.72;780.9;2037.96;766.99;439.89
2004-06-23;834.22;827.36;551;1258.36;914.03;732.61;782.81;2053.53;763.28;444.06
2004-06-24;836.82;831.83;549.94;1265.76;912.55;733.12;787.6;2045.27;768.98;450.52
2004-06-25;837.66;834.32;547.86;1265.94;911.39;731.33;782.81;2011.77;773.73;448.13
2004-06-28;841.21;843.95;553.48;1271;907.04;738.92;789.52;2023.32;781.99;452.32
2004-06-29;838.87;842.57;553.29;1267.26;905.07;734.78;792.4;2011.64;779.2;446.49
2004-06-30;829.5;845.48;554.08;1253.71;890.04;720.41;793.35;1995.43;770.98;448.43
2004-07-01;830.81;841.86;554.69;1258.99;894.56;726.18;788.56;1989.74;768.06;452.84
2004-07-02;828.21;841.89;552.25;1250.64;896.41;724.24;785.69;1997.07;763.15;447.92
2004-07-05;825.31;841.18;549.86;1245.76;891.04;720.72;783.77;2006.91;762.69;446.59
2004-07-06;819.66;834.43;545.1;1247.96;885.4;717.86;787.6;2010.17;752.99;438.23
2004-07-07;818.51;832.45;544.58;1245.85;884.52;712.94;791.44;2001.36;752.21;436.02
2004-07-08;823.42;835.72;546.01;1256.97;895.63;712.89;793.35;1992.16;751.96;432.18
2004-07-09;819.2;832.45;545.65;1245.87;888.5;710.62;789.52;1968.77;751.07;430.83
2004-07-12;817.22;835.71;545.1;1247.83;885.75;704.68;792.4;1961.95;747.59;427.65
2004-07-13;816.69;835;545.94;1253.26;882.92;707.28;794.31;1936.41;745.83;428.55
2004-07-14;818.23;834.32;545.14;1265.62;888.32;707.13;795.27;1975.94;741.48;421.28
2004-07-15;808.64;834.02;541.54;1263.11;880.08;703.82;794.31;1932.45;722.91;417.65
2004-07-16;806.86;836.66;543.24;1261.91;871.29;708.25;796.23;1945.31;724.08;423.71
2004-07-19;802.18;832.61;540.75;1248.41;863.67;711.31;798.14;1941.63;723.1;419.93
2004-07-20;809.88;828.84;536.57;1247.03;895.26;720.39;798.14;1934.43;718.34;421
2004-07-21;818.78;824.96;543.94;1244.12;912.16;729.91;798.14;1942.92;726.84;430.05
2004-07-22;806.43;815.52;534.94;1229.43;900.22;714.89;794.31;1939.49;712.57;425.76
2004-07-23;807.37;817.3;534.63;1236.74;901.6;713.07;797.19;1941.13;711.17;429.05
2004-07-26;802.06;811.36;530.44;1222.71;894.55;707.06;792.4;1926.19;710.38;425.13
2004-07-27;809.92;814.95;534.74;1235.48;900.73;717.31;795.27;1926.32;720.44;423.02
2004-07-28;811.72;821.66;540.34;1228.82;899.88;715.73;794.31;1953.47;726.85;421.52
2004-07-29;817.01;829.5;547.92;1234.22;902.74;722.3;797.19;1957.2;733.23;429.21
2004-07-30;815.99;832.72;551.14;1230.41;906.65;717.03;797.19;1950.18;727.43;425.26
2004-08-02;814.83;833.46;555.48;1223.33;906.2;715.32;801.02;1946.49;725.42;426
2004-08-03;821.98;848.55;560.9;1240.19;911.57;725.19;805.81;1939.66;730.21;433.47
2004-08-04;812.1;848.7;555.32;1231.52;910.98;715.4;799.1;1941.43;707.89;426.2
2004-08-05;811.43;842.5;560.32;1229.55;906.06;710.21;800.06;1940.16;710.42;431.56
2004-08-06;795.37;827.63;545.16;1215.54;887.85;689.74;792.4;1930.78;694.89;415.19
2004-08-09;788.95;818.47;540.74;1198.46;883.62;682.11;787.6;1898.88;690.19;406.83
2004-08-10;792.51;818.51;541.06;1206.72;886.12;688.11;792.4;1918.35;694;412.58
2004-08-11;790.11;810.93;540.33;1190.29;888.52;679.2;786.65;1916.08;693.89;403.93
2004-08-12;788.08;796.34;536.98;1188.78;895.12;663.79;785.69;1960;688.05;386.81
2004-08-13;782.09;781.05;539.62;1178.25;885.01;651.27;780.9;1986.74;685.5;391.15
2004-08-16;788.09;787.03;543.64;1183.05;887.03;668.27;779.94;1969.46;695.35;397.69
2004-08-17;791.62;786.69;543.14;1182.91;890.71;673.04;785.69;1951.78;701.79;403.34
2004-08-18;784.74;784.57;542.19;1126.96;891.24;668.32;783.77;1972.6;702.64;408.54
2004-08-19;788.87;788.93;547.01;1132.28;894.29;677.77;783.77;1990.2;706.78;409.89
2004-08-20;787.78;798.51;545.7;1134.35;890.99;674.92;783.77;1989.55;705.61;408.84
2004-08-23;795.34;803.86;555.08;1136.98;897.14;690.05;787.6;1984.48;715.55;413.21
2004-08-24;793.89;806.65;556.19;1126.16;893.87;692.11;794.31;2002.66;716.85;415.88
2004-08-25;793.4;804.62;555.72;1131.26;895.4;692.87;797.19;1998.24;712.25;413.58
2004-08-26;800.86;812.06;560.01;1129.05;906.95;697.84;802.94;2004.21;721.91;413.57
2004-08-27;805.27;814.81;563.77;1138.24;913.48;703.25;804.85;1997.24;723.52;410.68
2004-08-30;803.65;816.33;561.05;1136.62;913.05;699.88;804.85;2008.34;720.8;410.93
2004-08-31;799.6;819.34;558.08;1138.08;910.67;698.8;801.98;2002.47;711.52;404.35
2004-09-01;805.9;816.48;559.35;1148.87;921.83;706.64;802.94;2004.83;714.62;409.58
2004-09-02;803.22;814.85;558.64;1130.61;918.25;707.96;802.94;2005.72;716.95;410.89
2004-09-03;810.29;820.86;561.07;1146.85;919.86;716.61;809.64;1991.63;728.03;408.99
2004-09-06;815.54;824.49;566.29;1150.39;926.73;716.9;810.6;1984.22;733.98;409.45
2004-09-07;818.1;822.98;569.39;1150.5;927.51;719.87;811.56;2000.7;739.28;414.54
2004-09-08;817.39;822.42;569.75;1142.85;927.3;723.35;812.52;2011.84;739.88;410.63
2004-09-09;812.79;814.25;567.85;1135.26;922.76;721.92;813.47;2028.16;734.59;410.76
2004-09-10;815.37;813.84;572.78;1140.49;924.51;718.44;815.39;2039.44;736.88;420.75
2004-09-13;820.58;815.49;574.57;1143.6;931.36;722.08;815.39;2051.67;743.15;432.01
2004-09-14;816.09;815.3;572.92;1135.13;926.02;722.16;814.43;2021.6;738.74;426.09
2004-09-15;815.87;818.83;574.17;1122.28;928.3;721.94;817.31;1993.47;740.56;418.64
2004-09-16;814.49;820.9;572.14;1111.83;927.17;741.15;819.22;2037.38;738.86;420.81
2004-09-17;817.36;834.69;573.27;1116.21;929.6;741.53;818.27;2070.75;741.56;422.85
2004-09-20;818.05;835.38;572.68;1115.39;935.9;739.15;819.22;2072.51;738.44;424.29
2004-09-21;825.23;835.28;573.43;1117.9;944.65;744.65;821.14;2087.58;750.21;423.75
2004-09-22;820.85;829.81;571.72;1102.4;943.83;750.06;818.27;2077.63;744.56;416.95
2004-09-23;812.07;823.87;566.86;1089.05;936.17;741.9;815.39;2110.73;733.71;413.5
2004-09-24;809.84;826.34;567.1;1081.93;934.12;743.05;815.39;2125.44;730.96;413.48
2004-09-27;803.96;816.57;563.94;1085.01;926.54;737.74;816.35;2106.14;722.23;406.52
2004-09-28;811.49;825.85;568.41;1100.53;934.7;738.87;823.06;2095.6;728.42;410.61
2004-09-29;816.27;833.06;572.98;1104.27;938.8;750.48;826.89;2101.87;733.26;415.79
2004-09-30;807.78;835.45;573.56;1088.42;925.11;745.86;829.76;2115.41;725.88;419.58
2004-10-01;816.29;837.91;581.96;1093.93;932.82;754.53;838.39;2099.44;737.48;425.87
2004-10-04;826.71;839.56;590.73;1114.93;943.2;762.55;839.35;2081.55;746.48;437.18
2004-10-05;825.82;842.03;587.89;1108.44;941.39;762.98;836.95;2094.91;748.96;433.24
2004-10-06;825.6;850.38;588.1;1104.18;940.25;763.3;840.3;2111.51;749.94;430.71
2004-10-07;817.64;852.3;589.4;1088.35;917.58;768.99;832.64;2127.09;751.45;433.36
2004-10-08;813.41;852.79;581.88;1088.03;913.28;764.84;830.72;2161.08;746.22;427.3
2004-10-11;809.23;845.98;579.2;1080.46;908.98;762.19;826.89;2157.81;743.04;420.31
2004-10-12;804.96;842.64;576.01;1069.28;908.47;749.85;826.89;2163.92;738.08;417.82
2004-10-13;807.53;837.73;579.11;1072.56;911.23;753.07;832.64;2138.53;741.69;406.12
2004-10-14;799.28;825.96;573.68;1069.25;899.23;741.53;834.08;2158.24;733.78;403.11
2004-10-15;793.73;818.56;566.93;1068.36;895.08;738.8;835.51;2131.75;724.83;399.56
2004-10-18;793.77;823.59;566.69;1072.38;896.83;740.95;834.55;2129.16;721.25;396.27
2004-10-19;801.09;823.01;575.25;1090.06;907.22;747.78;834.55;2126.75;722.67;405.16
2004-10-20;795.43;820.82;572.8;1093.43;898.25;741.53;831.68;2120.35;714.49;405.2
2004-10-21;798.62;827.17;571.67;1106.48;899.23;739.72;828.81;2154.54;718.43;403.77
2004-10-22;797.91;836.49;577.12;1091.66;900.19;738.41;828.81;2126.64;718.3;404.8
2004-10-25;786.49;826.63;569.1;1085.72;884.35;724.67;830.72;2151.13;706.16;402.62
2004-10-26;789.27;828.31;569.27;1085.7;884.58;731.55;831.2;2160.27;713.06;405.66
2004-10-27;795.64;838.39;576.27;1083.58;895.08;737.04;833.6;2170.64;719.19;404.48
2004-10-28;800.79;840.4;551.35;1091.26;907;736.09;834.08;2154.8;729.5;409.35
2004-10-29;793.83;841.69;550.17;1079.51;897.12;729.86;826.41;2165.16;723.58;405.66
2004-11-01;801.87;847.26;554.07;1095.86;905.37;731.78;826.89;2156.01;732;405.24
2004-11-02;810.63;850.99;556.5;1120.92;908.25;737.39;828.33;2157.44;744.32;407.38
2004-11-03;818.34;849.55;559.68;1119.1;924.76;750.15;831.2;2171.44;749.99;412.28
2004-11-04;819.85;854.33;556.43;1132.85;925.02;744.35;833.12;2171.47;750.43;413.18
2004-11-05;829.31;852.02;565.51;1143.55;931.32;751.75;838.39;2174.32;765.03;415.44
2004-11-08;826.24;849.3;567.18;1144.7;920.16;744.48;838.39;2176.46;766.48;412.61
2004-11-09;822.18;854.51;566.97;1137.65;910.33;744.3;844.14;2221.53;764.97;414.5
2004-11-10;827.36;866.44;569.94;1150.83;917.89;746.87;848.45;2227.64;765.39;420.62
2004-11-11;833.05;875.77;574.27;1163.88;919.18;754.13;851.32;2225.28;772.47;427.48
2004-11-12;839.01;872.7;579.08;1168.55;924.16;764.07;852.76;2256.93;780.8;436.6
2004-11-15;837.1;872.22;576.47;1168.93;920.43;763.42;853.24;2258.8;779.16;439.03
2004-11-16;834.06;872.05;570.69;1160.4;919.47;763.31;850.36;2271.35;776.47;435.3
2004-11-17;838;878.39;572.55;1164.49;919.27;770.21;853.72;2306.27;784.22;441.41
2004-11-18;837.21;876.91;573.28;1160.56;919.27;768.68;851.8;2285.77;783.65;439.85
2004-11-19;828.14;877.51;571.01;1149.98;898.77;757.43;849.88;2287.72;781.35;441.29
2004-11-22;821.9;877.61;566.78;1136.53;892.48;754.05;852.28;2280.49;775.67;433.15
2004-11-23;817.3;877.06;570.23;1134.64;882.7;743.69;849.41;2273.62;771.61;436.56
2004-11-24;814.37;879.9;567.71;1124.02;878.99;745.74;853.24;2272.15;770.27;437.16
2004-11-25;820.69;881.54;571.38;1132.19;886.68;749.46;855.63;2293.02;777.01;439.75
2004-11-26;821.05;879.67;569.95;1142.62;884.38;744.13;856.59;2314.59;777.55;440.46
2004-11-29;817.06;876.17;568.29;1130.18;883.26;746.5;855.63;2316.06;771.78;441.26
2004-11-30;806.86;874.19;565.14;1114.03;866.93;739.3;857.07;2303.58;764.19;442.48
2004-12-01;815.76;880.28;565.3;1119.83;880.77;748.99;858.51;2312.4;774.02;444.96
2004-12-02;823.87;891.4;569;1133.27;890.01;752.48;860.42;2315.15;781.7;449.34
2004-12-03;821.96;884.42;552.36;1133.47;888.45;750.38;860.42;2329.35;784.12;451.27
2004-12-06;817.06;882.09;552.43;1124.79;880.96;752.58;860.42;2328.81;779.8;443.89
2004-12-07;822.58;880.11;556.33;1122.32;887.76;763.16;862.34;2351.11;788.72;441.34
2004-12-08;823.26;873.5;558.21;1124.23;886.88;769.08;865.69;2332.17;790.1;440.52
2004-12-09;822.07;878.95;555;1126.27;888.2;765.78;868.09;2314.14;785.6;437.37
2004-12-10;825.71;877.18;558.06;1129.64;890.94;766.27;866.65;2297.91;791.85;440.05
2004-12-13;831.72;883.23;563.42;1142.47;894.96;771.21;870.49;2318.32;798.2;438.63
2004-12-14;835.54;880.04;563.4;1138.46;902.74;772.47;865.69;2320.31;804.35;442.39
2004-12-15;833.7;880.35;559.77;1137.92;898.79;769.93;862.34;2322.22;804.48;440.72
2004-12-16;835.24;886.21;561.56;1125.29;903.74;777.77;858.99;2339.11;807.04;442.63
2004-12-17;829.29;874.18;560.85;1118.03;897.24;774.78;849.88;2343.47;800.02;442.32
2004-12-20;836.01;882.59;563.99;1125.18;907.07;783.76;859.47;2323.2;804.84;445.72
2004-12-21;834.92;879.58;563.55;1122.66;907.62;792.75;864.26;2335.83;801.31;440.31
2004-12-22;841.61;876;566.82;1128.58;913.78;795.18;865.22;2338.32;812.08;448.8
2004-12-23;842.78;877.72;570.12;1129.49;914.31;795.06;861.86;2342.96;813.41;451.45
2004-12-27;841.51;877.1;569.72;1131.86;914.61;791.89;860.42;2356.92;809.15;449.03
2004-12-28;841.53;877.91;568.88;1131.89;917.91;790.24;860.9;2343.22;806.47;450.61
2004-12-29;842.82;887.33;570.93;1134.83;919.92;786.43;860.9;2361.59;805.88;454.16
2004-12-30;843.06;892.52;570.41;1133.34;920.59;792.24;858.51;2353.31;805.35;456.67
2005-01-03;853.93;897.72;579.21;1146.31;929.69;798.96;865.22;2394.32;820.05;458.33
2005-01-04;855;898.69;584.7;1147.1;927.91;796.65;864.26;2419.63;823.01;456.78
2005-01-05;848.07;890.01;582.75;1139.6;919.22;783.06;860.42;2407.17;817.08;447.55
2005-01-06;850.41;884.16;583.48;1144.63;920.73;789.09;863.78;2419.78;820.54;443.6
2005-01-07;849.47;901.08;585.32;1146.44;917.65;789.84;865.69;2385.99;817.4;441.02
2005-01-10;849.17;895.32;587.62;1145.14;916.24;791.91;864.26;2391.53;817.69;443.4
2005-01-11;846.63;897.9;585.71;1153.19;908.68;789.51;862.82;2394.92;814.48;445.96
2005-01-12;840.35;897;579.65;1170.92;897.29;780.5;861.86;2388.5;802.86;441.91
2005-01-13;843.34;914.53;585.73;1172.91;903.7;783.39;863.3;2383.35;800.35;447.91
2005-01-14;849.62;918.88;593.38;1173.95;913.07;790.39;864.74;2379.42;805.76;454.8
2005-01-17;854.43;923.4;594.79;1175.05;917.01;785.62;864.74;2387.83;815.71;460.1
2005-01-18;851.66;922.09;593.86;1165.98;913.65;782.08;862.82;2403.83;814.75;461.42
2005-01-19;853.45;928.15;595.75;1165.17;913.44;782.01;865.22;2440.09;818.85;467.17
2005-01-20;850.53;927.59;597.44;1159.63;908.01;777.91;863.3;2478.4;817.02;468.17
2005-01-21;851.69;926.77;596.63;1162.89;910.41;776.02;863.3;2498.86;817.58;469.43
2005-01-24;853.11;926.07;595.99;1173.7;913.3;777.72;863.3;2527.07;815.04;469.65
2005-01-25;855.5;918.25;597.55;1181.13;914.36;777.01;862.34;2524.72;818.81;472.11
2005-01-26;856.12;922.26;596.77;1186.84;914.74;776.43;862.34;2515.12;817.93;474.91
2005-01-27;856.78;933.09;597.72;1188.83;912.59;781.6;860.42;2507.19;818.81;478.56
2005-01-28;853.81;931.18;597.08;1188.82;905.8;779.07;859.95;2527.78;816.67;480.3
2005-01-31;857.23;942.88;600.5;1185.36;909.45;787.49;861.38;2537.17;821.13;483.42
2005-02-01;861.03;929.9;603.7;1194.97;911.18;787.88;861.38;2562.14;827.14;490.94
2005-02-02;861.12;933.66;611.64;1199.23;899.24;785.52;860.42;2572.35;834.12;489.24
2005-02-03;864.56;936.74;612.46;1205.91;906.34;783.82;854.68;2599.5;834.96;493.62
2005-02-04;868.64;939.4;620.11;1206.55;906.01;788.03;863.3;2595.87;843.48;494.52
2005-02-07;872.82;944.42;627.13;1210.51;909.27;794.07;861.86;2613.74;847.38;501.43
2005-02-08;874.55;935.63;625.95;1206.41;907.97;790.44;861.86;2618.75;857.15;504.66
2005-02-09;872.64;929.34;625.06;1199.95;910.71;784.11;862.34;2615.73;853.35;500.67
2005-02-10;874.06;935.94;620.85;1205.79;910.84;784.66;863.3;2610.6;855.86;503.6
2005-02-11;880.2;944.55;627.86;1208.06;913.42;795.19;862.82;2602.06;866.47;504.67
2005-02-14;880.29;950.88;627.67;1206.27;913.38;792.05;863.3;2600.71;867.18;505.97
2005-02-15;880.89;948.93;627.37;1206.76;914.9;790.52;867.13;2615.5;868.16;499.56
2005-02-16;874.45;939.34;626.66;1198.7;910.55;789.39;867.61;2596.74;856.69;504.78
2005-02-17;876.29;947.97;629.7;1197.78;902.12;792.26;879.59;2589.83;867.89;501.58
2005-02-18;879.4;958.67;634.86;1198.11;907.8;795.19;896.83;2595.17;867.87;500.5
2005-02-21;882.91;961.46;631.39;1206.93;928.15;792.24;881.5;2591.47;858.11;502.66
2005-02-22;880.12;957.44;625.49;1208.53;926.48;788.93;878.15;2586.27;853.78;501.16
2005-02-23;873.44;944.85;622.7;1192.79;913.05;780.13;881.02;2580.32;855.66;496.91
2005-02-24;875.83;949.1;622.24;1203.62;913.36;775.88;873.84;2571.61;859.33;494.55
2005-02-25;883.38;956.86;629.59;1223.16;920.55;780.95;877.67;2585;862.98;507.77
2005-02-28;883.07;954.72;629.31;1223.49;920.44;781.04;874.8;2572.52;862.55;506.27
2005-03-01;889.11;959.88;635;1237.66;926.22;785.32;876.71;2572.44;867.09;504.23
2005-03-02;894.3;961.39;633.91;1235.45;936.55;791.18;877.67;2564.42;873.61;504.49
2005-03-03;894.07;961.6;637.05;1234.97;931.93;791.85;875.28;2575.06;876.19;504.56
2005-03-04;898.64;966.36;642.89;1235.69;937.96;801.36;869.05;2561.52;880.74;504.03
2005-03-07;899.52;970.05;643.6;1236.9;934.3;802.98;870.01;2525.72;885.58;502.72
2005-03-08;894.84;964.03;645.3;1232.98;924.74;800.29;870.49;2525.74;882.25;499.03
2005-03-09;893.09;971.13;641.3;1238.22;917.76;799.03;873.36;2515.54;882;499.8
2005-03-10;890.19;970.17;640.31;1234.1;914.2;798.67;856.59;2483.45;879.46;497.45
2005-03-11;894;975.57;644.01;1241.81;917.8;802.93;851.8;2482.32;882.38;499.69
2005-03-14;892.75;973.06;642.83;1247.17;911.78;803.35;860.42;2462.69;882.34;500.27
2005-03-15;899.64;974.91;644.01;1247.69;930.22;804.81;855.63;2459.36;885.62;499.68
2005-03-16;890.29;968.11;636.31;1239.48;920.93;794.54;856.11;2454.43;873.99;495.37
2005-03-17;888.15;963.36;635.24;1233.43;923.38;798.19;857.55;2461.15;867.7;497.32
2005-03-18;883.99;958.26;635.07;1228.14;916.5;799.51;849.41;2457.33;864.44;492.94
2005-03-21;885.11;956.39;641.7;1221.08;924.51;798.42;851.32;2448.9;861.24;490.96
2005-03-22;885.76;954.24;640.55;1214.77;923.76;800.01;852.76;2423.43;866.9;489.44
2005-03-23;886.41;947.71;638.42;1225.51;927.61;801.09;848.45;2410.38;863.15;483.46
2005-03-24;887.94;944.95;638.22;1231.26;928.97;802.89;852.76;2395.4;863.85;490.45
2005-03-29;890.73;950.29;633.43;1238.28;933.29;799.23;848.45;2403.8;867.69;487.87
2005-03-30;887.43;944.06;632.03;1240.35;929.91;795.63;851.32;2396.93;861.65;485.64
2005-03-31;887.29;945.5;633.35;1241.38;924.58;799.37;840.3;2389.61;864.58;492.83
2005-04-01;890.67;949.94;636.52;1238.38;927.94;805.22;840.78;2424.1;870.3;494.47
2005-04-04;884.01;943.7;635.1;1231.99;921.35;795.64;839.35;2426.4;861.34;490.73
2005-04-05;890.07;941.75;638.65;1238.25;933.26;803.04;841.26;2464.09;863.9;494.49
2005-04-06;897.9;958.64;645.44;1240.99;945.48;808;841.26;2458.82;870.45;495.95
2005-04-07;901.13;960.61;648.28;1249.01;940.22;814.4;837.91;2429.66;880.12;496
2005-04-08;900.72;966.02;648.09;1245.74;940.24;819.76;843.18;2456.37;878.21;501.39
2005-04-11;900.41;966.89;647.64;1243.69;937.23;821.02;838.39;2463.74;881.06;498.85
2005-04-12;896.96;963.24;642.71;1240.52;938.16;817.3;841.74;2468.11;874.24;486.82
2005-04-13;900.74;963.5;650.23;1246.67;937.12;823.26;841.26;2489.28;880.31;493.46
2005-04-14;902.95;958.83;646.17;1250.44;947.35;821.84;842.7;2488.43;878.07;496.71
2005-04-15;900.02;953.91;633.06;1243.29;964.13;807.07;832.64;2494.24;864.68;487.87
2005-04-18;885.45;929.27;617.04;1231.34;947.66;790.23;825.45;2425.98;851.89;478.07
2005-04-19;892.79;930.42;618.04;1244.53;967.6;795.6;826.41;2431.33;849.83;474.31
2005-04-20;888.08;926.58;614.78;1239.97;964.46;792.37;823.06;2433.27;842.01;478.84
2005-04-21;886.63;920.63;614.15;1233.2;967.38;787.64;819.22;2453.28;839.33;474.57
2005-04-22;891.95;926.82;620.55;1237.07;970.75;788.42;819.22;2437.23;847.47;481.39
2005-04-25;889.89;928.78;618.97;1237.1;964.71;788.21;822.1;2424.95;847.22;479.85
2005-04-26;891.64;932.06;617.53;1233.54;974.16;775.97;813;2429.5;847.64;475.06
2005-04-27;880.38;916.84;604.63;1217.89;968.27;762.37;806.29;2408.98;833.83;465.69
2005-04-28;881.47;915.67;604.5;1214.24;975.67;753.49;805.81;2425.04;833.54;458.66
2005-04-29;884.77;912.97;606.75;1219.18;981.52;754.08;815.72;2420.45;835.3;459.21
2005-05-02;892.87;924.52;613.47;1236.47;986.49;761.64;821.17;2457.04;843.26;467.63
2005-05-03;893.79;916.61;607.71;1245.67;994.6;766.86;812.25;2446.97;837.84;464.01
2005-05-04;902.75;927.29;610.41;1256.5;1004.03;776;816.71;2445.67;848.64;465.58
2005-05-06;909.08;930.12;617.86;1262.69;1008.96;786.17;825.63;2463.75;855.55;475.93
2005-05-09;906.16;931.64;621.93;1255.47;1005.04;785.02;824.64;2469.75;851.42;477.94
2005-05-10;894.13;910.1;619.73;1251.92;992.05;775.55;814.73;2471.54;832.99;476.61
2005-05-11;894.33;918.3;617.43;1254.83;991.85;778.41;825.14;2469.07;831.78;477.32
2005-05-12;899.11;923.04;624.96;1257.58;996.52;787.59;831.58;2478.88;836.04;480.26
2005-05-13;898.41;917.47;621.34;1254.98;999.21;789.29;834.06;2466.32;833.73;484.29
2005-05-17;898.37;915.41;621.19;1258.02;999.92;787.73;829.1;2443.98;832.48;484.77
2005-05-18;905.52;924.31;627.15;1262.98;1004.25;790.89;820.68;2437.86;845.01;487.71
2005-05-19;908.5;932.56;628.6;1265;1007.33;797.95;821.67;2440.4;847.93;489.34
2005-05-20;909.18;927.47;627.95;1265.82;1010.9;800.4;825.63;2428.87;846.53;491.79
2005-05-23;911.66;929.99;629.76;1268.71;1013.29;800.44;829.6;2439.14;849.92;488.08
2005-05-24;917.73;929.86;631.56;1275.52;1030.45;803.39;822.16;2447.69;848.9;489.82
2005-05-25;919.96;929.69;633.05;1280.95;1038.04;800.71;824.64;2453.88;846.41;488.02
2005-05-26;926.28;933.93;638.44;1292.82;1046.99;800.13;823.15;2470.09;850.02;496.25
2005-05-27;929.17;934.34;642.84;1291.69;1050.88;807.54;822.66;2480.62;853.08;494.52
2005-05-30;929.16;933.48;645.38;1293.59;1046.65;807.33;828.11;2475.51;855.24;495.41
2005-05-31;924.85;928.06;643.37;1279.49;1044.77;806.78;828.61;2491.17;850.62;493.73
2005-06-01;936.63;946.78;651.24;1297.95;1056.97;824.6;830.59;2522.29;860.5;496.6
2005-06-02;939.42;949.26;653.33;1311.99;1056.94;843.56;824.64;2521.34;860.42;494.02
2005-06-03;937.05;948.25;650.01;1307.44;1055.12;853;826.13;2513.52;856.52;494.19
2005-06-06;933.99;943.59;647.45;1302.77;1052.34;851.6;823.65;2534.63;853.33;492.17
2005-06-07;941.2;951.89;653.12;1312.61;1058.78;859.58;826.13;2546.71;861.35;493.5
2005-06-08;941.44;952.99;659.46;1307.13;1059.13;854.12;820.18;2535.15;862.51;492.49
2005-06-09;942.46;952.53;655.95;1307.18;1062.45;860.35;815.72;2560.69;863.04;492.17
2005-06-10;942.26;955.75;660.94;1306.89;1057.68;868.21;816.22;2560.9;863.38;497.98
2005-06-13;946.61;964.23;669.24;1307.84;1064.57;877.07;819.69;2567.52;864.35;501.44
2005-06-14;947.17;962.23;669.92;1309.2;1063.4;881.48;815.72;2579.09;865.85;505.42
2005-06-15;945.45;958.72;669.62;1299.98;1059.06;875.76;818.2;2568.86;869.65;501.45
2005-06-16;945.96;963.42;674.46;1296.41;1053.24;883.41;819.69;2575.66;874.14;509.15
2005-06-17;946.6;964.16;671.35;1291.76;1053.41;892.01;819.19;2575.21;877.97;502.82
2005-06-20;942.76;960.6;668.6;1281.54;1051.41;889.49;819.69;2575.09;873.78;501.77
2005-06-21;950.78;960.25;673.75;1288.03;1065.88;894.83;824.15;2592.17;879.43;502.68
2005-06-22;949.81;954.2;675.69;1294.12;1061.06;896.95;824.15;2618.32;877.94;507.57
2005-06-23;948.34;951.9;678.1;1290.19;1056.37;899.52;824.64;2672.41;877.86;512.48
2005-06-24;941.35;936.41;673.05;1279.66;1052.18;887.43;822.16;2695.82;869.62;512.48
2005-06-27;936.4;928.31;662.75;1278.72;1047.76;885.44;816.22;2687.59;864.24;509.89
2005-06-28;939.44;935.76;667.34;1281.76;1047.58;890.95;818.2;2680.83;868.87;516.32
2005-06-29;946.86;936.84;674.23;1283.15;1057.68;892.8;824.64;2681.42;878.25;520.21
2005-06-30;946.15;934.3;664.59;1277.98;1062.51;891.75;828.61;2668.72;877.37;519.49
2005-07-01;949.88;936.87;665.78;1283.42;1066.15;893.16;824.64;2667.2;882.25;524.03
2005-07-04;951.17;934.29;666.48;1287.45;1065.7;895.66;824.64;2717.54;884.39;527.58
2005-07-05;951.32;929.93;665.98;1287.77;1068.79;891.48;825.14;2771.78;882.55;532.43
2005-07-06;955.51;927.33;676.33;1290.21;1070.1;894.45;826.62;2821.08;888.96;535.44
2005-07-07;946.83;920.78;670.42;1279.86;1061.74;880.77;819.69;2815.49;879.9;524.59
2005-07-08;956.51;925.18;680.31;1290.83;1070.22;893.94;824.64;2853.65;890.11;542.08
2005-07-11;963.33;937.07;683.12;1300.59;1072.83;903.07;839.01;2922.47;899.88;552.06
2005-07-12;959.63;939.74;683.62;1299.39;1066.05;903.5;847.44;2921.29;894.58;551.15
2005-07-13;969.58;948.04;693.42;1314.52;1073.85;916.17;841.99;2970.09;905.39;557.82
2005-07-14;977.44;947.24;696.46;1323;1082.68;927.19;847.44;2928.26;914.85;565.05
2005-07-15;978.82;942.65;694.23;1322.22;1090.19;928.98;850.41;2901.44;913.35;565.14
2005-07-18;979.5;947.13;694.76;1320.5;1093.81;928.07;849.92;2912.83;912.22;563.7
2005-07-19;982.12;956.02;697.68;1319.55;1093.77;933.3;851.4;2877.54;918.49;555.47
2005-07-20;985.64;956.35;692.74;1314.17;1111;930.39;853.39;2890.83;917.28;554.89
