Symbol;ISIN;Code;Name
RAI8T;CH0015415620;CH0015415620;RAIF-REPO BOND BASKET SNB 7.5-8.5 T
RAI8Y;CH0015415828;CH0015415828;RAIF-REPO BOND BASKET SNB 7.5-8.5 Y
RAI9D;CH0015416172;CH0015416172;RAIF-REPO BOND BASKET SNB 8.5-9.5 D
RAI9P;CH0015415422;CH0015415422;RAIF-REPO BOND BASKET SNB 8.5-9.5 P
RAI9T;CH0015415646;CH0015415646;RAIF-REPO BOND BASKET SNB 8.5-9.5 T
RAI9Y;CH0015415844;CH0015415844;RAIF-REPO BOND BASKET SNB 8.5-9.5 Y
RAIAD;CH0015415927;CH0015415927;RAIF-REPO BOND BASKET SNB ALL D
RAIAP;CH0015415190;CH0015415190;RAIF-REPO BOND BASKET SNB ALL P
RAIAT;CH0015415505;CH0015415505;RAIF-REPO BOND BASKET SNB ALL T
RAIAY;CH0015415679;CH0015415679;RAIF-REPO BOND BASKET SNB ALL Y
RAILD;CH0015416214;CH0015416214;RAIF-REPO BOND BASKET SNB >10.5 D
RAILP;CH0015415463;CH0015415463;RAIF-REPO BOND BASKET SNB >10.5 P
RAILT;CH0015415661;CH0015415661;RAIF-REPO BOND BASKET SNB >10.5 T
RAILY;CH0015415901;CH0015415901;RAIF-REPO BOND BASKET SNB >10.5 Y
RDSA;GB00B03MLX29;GB00B03MLX29CHF4;ROYAL DUTCH SHELL
RE;CH0016405836;CH0016405836CHF4;RAETIA ENERGIE I
REP;CH0016405844;CH0016405844CHF4;RAETIA ENERGIE PS
RIEN;CH0003671440;CH0003671440CHF4;RIETER N
RIENE;CH0033473577;CH0033473577CHF4;RIETER N 2. LINIE
RIMM;CA7609751028;CA7609751028CHF4;RESEARCH IN MOTION
RIO;GB0007188757;GB0007188757CHF4;RIO TINTO PLC
RITN;CH0018794492;CH0018794492CHF4;REDIT N
RLD;CH0001347498;CH0001347498CHF4;ROTHSCHILD I
RLN;NL0000289817;NL0000289817CHF4;ROLINCO
RO;CH0012032113;CH0012032113CHF4;ROCHE I
ROB;NL0000289783;NL0000289783CHF4;ROBECO
ROG;CH0012032048;CH0012032048CHF1;ROCHE GS
ROL;CH0003245351;CH0003245351CHF4;VON ROLL I
ROR;ANN757371433;ANN757371433CHF4;RORENTO
RUEDIF;CH0014168469;CH0014168469;RUEDBLASS Nettovermoegen gewichtet TR
RUEDIG;CH0014168477;CH0014168477;RUEDBLASS gleichgewichtet TR
RUKN;CH0012332372;CH0012332372CHF1;SWISS RE N
RUKNE;CH0032433036;CH0032433036CHF1;SWISS RE N 2. LINIE
RUS;CH0034476959;CH0034476959CHF4;ENR RUSSIA INVEST I
RWE;DE0007037129;DE0007037129CHF4;RWE ST I
RWEQ;DE0007037145;DE0007037145CHF4;RWE VZ
RY;CA7800871021;CA7800871021CHF4;ROYAL BK CDA
S115DD;CH0032973841;CH0032973841;SBI Dom AAA-BBB 1-15 D
S115DP;CH0032973809;CH0032973809;SBI Dom AAA-BBB 1-15 P
S115DT;CH0032973791;CH0032973791;SBI Dom AAA-BBB 1-15 T
S115DY;CH0032973833;CH0032973833;SBI Dom AAA-BBB 1-15 Y
S115FD;CH0032974377;CH0032974377;SBI For AAA-BBB 1-15 D
S115FP;CH0032974344;CH0032974344;SBI For AAA-BBB 1-15 P
S115FT;CH0032974336;CH0032974336;SBI For AAA-BBB 1-15 T
S115FY;CH0032974351;CH0032974351;SBI For AAA-BBB 1-15 Y
SA15AD;CH0032977412;CH0032977412;SBI AAA-AA 1-15 D
SA15AP;CH0032977388;CH0032977388;SBI AAA-AA 1-15 P
SA15AT;CH0032977362;CH0032977362;SBI AAA-AA 1-15 T
SA15AY;CH0032977404;CH0032977404;SBI AAA-AA 1-15 Y
SAA10D;CH0032977206;CH0032977206;SBI AAA-AA 10+ D
SAA10P;CH0032977180;CH0032977180;SBI AAA-AA 10+ P
SAA10T;CH0032977172;CH0032977172;SBI AAA-AA 10+ T
SAA10Y;CH0032977198;CH0032977198;SBI AAA-AA 10+ Y
SAA11D;CH0032977354;CH0032977354;SBI AAA-AA 1-10 D
SAA11P;CH0032977339;CH0032977339;SBI AAA-AA 1-10 P
SAA11T;CH0032977321;CH0032977321;SBI AAA-AA 1-10 T
SAA11Y;CH0032977347;CH0032977347;SBI AAA-AA 1-10 Y
SAA13D;CH0032976992;CH0032976992;SBI AAA-AA 1-3 D
SAA13P;CH0032976976;CH0032976976;SBI AAA-AA 1-3 P
SAA13T;CH0032976968;CH0032976968;SBI AAA-AA 1-3 T
SAA13Y;CH0032976984;CH0032976984;SBI AAA-AA 1-3 Y
SAA15D;CH0032977263;CH0032977263;SBI AAA-AA 1-5 D
SAA15P;CH0032977230;CH0032977230;SBI AAA-AA 1-5 P
SAA15T;CH0032977214;CH0032977214;SBI AAA-AA 1-5 T
SAA15Y;CH0032977255;CH0032977255;SBI AAA-AA 1-5 Y
SAA35D;CH0032977040;CH0032977040;SBI AAA-AA 3-5 D
SAA35P;CH0032977016;CH0032977016;SBI AAA-AA 3-5 P
SAA35T;CH0032977008;CH0032977008;SBI AAA-AA 3-5 T
SAA35Y;CH0032977032;CH0032977032;SBI AAA-AA 3-5 Y
SAA51D;CH0032977313;CH0032977313;SBI AAA-AA 5-10 D
SAA51P;CH0032977289;CH0032977289;SBI AAA-AA 5-10 P
SAA51T;CH0032977271;CH0032977271;SBI AAA-AA 5-10 T
SAA51Y;CH0032977305;CH0032977305;SBI AAA-AA 5-10 Y
SAA55D;CH0032977479;CH0032977479;SBI AAA-AA 15+ D
SAA55P;CH0032977446;CH0032977446;SBI AAA-AA 15+ P
SAA55T;CH0032977420;CH0032977420;SBI AAA-AA 15+ T
SAA55Y;CH0032977453;CH0032977453;SBI AAA-AA 15+ Y
SAA57D;CH0032977099;CH0032977099;SBI AAA-AA 5-7 D
SAA57P;CH0032977073;CH0032977073;SBI AAA-AA 5-7 P
SAA57T;CH0032977057;CH0032977057;SBI AAA-AA 5-7 T
SAA57Y;CH0032977081;CH0032977081;SBI AAA-AA 5-7 Y
SAA71D;CH0032977156;CH0032977156;SBI AAA-AA 7-10 D
SAA71P;CH0032977131;CH0032977131;SBI AAA-AA 7-10 P
SAA71T;CH0032977115;CH0032977115;SBI AAA-AA 7-10 T
SAA71Y;CH0032977149;CH0032977149;SBI AAA-AA 7-10 Y
SAHN;CH0009062099;CH0009062099CHF4;SCHAFFNER N
SAN10D;CH0032978329;CH0032978329;SBI Dom Non-Gov AAA-AA 10+ D
SAN10P;CH0032978303;CH0032978303;SBI Dom Non-Gov AAA-AA 10+ P
SAN10T;CH0032978295;CH0032978295;SBI Dom Non-Gov AAA-AA 10+ T
SAN10Y;CH0032978311;CH0032978311;SBI Dom Non-Gov AAA-AA 10+ Y
SAN11D;CH0032978477;CH0032978477;SBI Dom Non-Gov AAA-AA 1-10 D
SAN11P;CH0032978451;CH0032978451;SBI Dom Non-Gov AAA-AA 1-10 P
SAN11T;CH0032978436;CH0032978436;SBI Dom Non-Gov AAA-AA 1-10 T
SAN11Y;CH0032978469;CH0032978469;SBI Dom Non-Gov AAA-AA 1-10 Y
SAN13D;CH0032978139;CH0032978139;SBI Dom Non-Gov AAA-AA 1-3 D
SAN13P;CH0032978113;CH0032978113;SBI Dom Non-Gov AAA-AA 1-3 P
SAN13T;CH0032978105;CH0032978105;SBI Dom Non-Gov AAA-AA 1-3 T
SAN13Y;CH0032978121;CH0032978121;SBI Dom Non-Gov AAA-AA 1-3 Y
SAN15D;CH0032978378;CH0032978378;SBI Dom Non-Gov AAA-AA 1-5 D
SAN15P;CH0032978345;CH0032978345;SBI Dom Non-Gov AAA-AA 1-5 P
SAN15T;CH0032978337;CH0032978337;SBI Dom Non-Gov AAA-AA 1-5 T
SAN15Y;CH0032978352;CH0032978352;SBI Dom Non-Gov AAA-AA 1-5 Y
SAN35D;CH0032978188;CH0032978188;SBI Dom Non-Gov AAA-AA 3-5 D
SAN35P;CH0032978154;CH0032978154;SBI Dom Non-Gov AAA-AA 3-5 P
SAN35T;CH0032978147;CH0032978147;SBI Dom Non-Gov AAA-AA 3-5 T
SAN35Y;CH0032978170;CH0032978170;SBI Dom Non-Gov AAA-AA 3-5 Y
SAN51D;CH0032978428;CH0032978428;SBI Dom Non-Gov AAA-AA 5-10 D
SAN51P;CH0032978394;CH0032978394;SBI Dom Non-Gov AAA-AA 5-10 P
SAN51T;CH0032978386;CH0032978386;SBI Dom Non-Gov AAA-AA 5-10 T
SAN51Y;CH0032978402;CH0032978402;SBI Dom Non-Gov AAA-AA 5-10 Y
SAN55D;CH0032978576;CH0032978576;SBI Dom Non-Gov AAA-AA 15+ D
SAN55P;CH0032978550;CH0032978550;SBI Dom Non-Gov AAA-AA 15+ P
SAN55T;CH0032978543;CH0032978543;SBI Dom Non-Gov AAA-AA 15+ T
SAN55Y;CH0032978568;CH0032978568;SBI Dom Non-Gov AAA-AA 15+ Y
SAN57D;CH0032978238;CH0032978238;SBI Dom Non-Gov AAA-AA 5-7 D
SAN57P;CH0032978212;CH0032978212;SBI Dom Non-Gov AAA-AA 5-7 P
SAN57T;CH0032978204;CH0032978204;SBI Dom Non-Gov AAA-AA 5-7 T
SAN57Y;CH0032978220;CH0032978220;SBI Dom Non-Gov AAA-AA 5-7 Y
SAN71D;CH0032978287;CH0032978287;SBI Dom Non-Gov AAA-AA 7-10 D
SAN71P;CH0032978261;CH0032978261;SBI Dom Non-Gov AAA-AA 7-10 P
SAN71T;CH0032978246;CH0032978246;SBI Dom Non-Gov AAA-AA 7-10 T
SAN71Y;CH0032978279;CH0032978279;SBI Dom Non-Gov AAA-AA 7-10 Y
SANN;CH0027148649;CH0027148649CHF4;SANTHERA N
SAP;DE0007164600;DE0007164600CHF4;SAP AG
SASY;FR0000120578;FR0000120578CHF4;SANOFI AVENTIS
SBAIA;CH0009980894;CH0009980894;SMI Ask Index
SBAIB;CH0009980894;CH0009980894;SMI Bid Index
SBD12D;CH0027441614;CH0027441614;SBI Dom AAA-AA D
SBD12P;CH0027441598;CH0027441598;SBI Dom AAA-AA P
SBD12T;CH0027441580;CH0027441580;SBI Dom AAA-AA T
SBD12Y;CH0027441606;CH0027441606;SBI Dom AAA-AA Y
SBD13D;CH0027441812;CH0027441812;SBI Dom AAA-A D
SBD13P;CH0027441796;CH0027441796;SBI Dom AAA-A P
SBD13T;CH0027441770;CH0027441770;SBI Dom AAA-A T
SBD13Y;CH0027441804;CH0027441804;SBI Dom AAA-A Y
SBD14D;CH0027441960;CH0027441960;SBI Dom AAA-BBB D
SBD14P;CH0027441945;CH0027441945;SBI Dom AAA-BBB P
SBD14T;CH0027441937;CH0027441937;SBI Dom AAA-BBB T
SBD14Y;CH0027441952;CH0027441952;SBI Dom AAA-BBB Y
SBD23D;CH0027442125;CH0027442125;SBI Dom AA-A D
SBD23P;CH0027442109;CH0027442109;SBI Dom AA-A P
SBD23T;CH0027442091;CH0027442091;SBI Dom AA-A T
SBD23Y;CH0027442117;CH0027442117;SBI Dom AA-A Y
SBD24D;CH0027442281;CH0027442281;SBI Dom AA-BBB D
SBD24P;CH0027442265;CH0027442265;SBI Dom AA-BBB P
SBD24T;CH0027442257;CH0027442257;SBI Dom AA-BBB T
SBD24Y;CH0027442273;CH0027442273;SBI Dom AA-BBB Y
SBD34D;CH0027442422;CH0027442422;SBI Dom A-BBB D
SBD34P;CH0027442380;CH0027442380;SBI Dom A-BBB P
SBD34T;CH0027442372;CH0027442372;SBI Dom A-BBB T
SBD34Y;CH0027442414;CH0027442414;SBI Dom A-BBB Y
SBDR2D;CH0027441010;CH0027441010;SBI Dom AA D
SBDR2P;CH0027440996;CH0027440996;SBI Dom AA P
SBDR2T;CH0027440988;CH0027440988;SBI Dom AA T
SBDR2Y;CH0027441002;CH0027441002;SBI Dom AA Y
SBDR3D;CH0027441184;CH0027441184;SBI Dom A D
SBDR3P;CH0027441150;CH0027441150;SBI Dom A P
SBDR3T;CH0027441143;CH0027441143;SBI Dom A T
SBDR3Y;CH0027441168;CH0027441168;SBI Dom A Y
SBDR4D;CH0027441457;CH0027441457;SBI Dom BBB D
SBDR4P;CH0027441432;CH0027441432;SBI Dom BBB P
SBDR4T;CH0027441424;CH0027441424;SBI Dom BBB T
SBDR4Y;CH0027441440;CH0027441440;SBI Dom BBB Y
SBF12D;CH0027441655;CH0027441655;SBI For AAA-AA D
SBF12P;CH0027441630;CH0027441630;SBI For AAA-AA P
SBF12T;CH0027441622;CH0027441622;SBI For AAA-AA T
SBF12Y;CH0027441648;CH0027441648;SBI For AAA-AA Y
SBF13D;CH0027441853;CH0027441853;SBI For AAA-A D
SBF13P;CH0027441838;CH0027441838;SBI For AAA-A P
SBF13T;CH0027441820;CH0027441820;SBI For AAA-A T
SBF13Y;CH0027441846;CH0027441846;SBI For AAA-A Y
SBF14D;CH0027442000;CH0027442000;SBI For AAA-BBB D
SBF14P;CH0027441986;CH0027441986;SBI For AAA-BBB P
SBF14T;CH0027441978;CH0027441978;SBI For AAA-BBB T
SBF14Y;CH0027441994;CH0027441994;SBI For AAA-BBB Y
SBF23D;CH0027442174;CH0027442174;SBI For AA-A D
SBF23P;CH0027442158;CH0027442158;SBI For AA-A P
SBF23T;CH0027442141;CH0027442141;SBI For AA-A T
SBF23Y;CH0027442166;CH0027442166;SBI For AA-A Y
SBF24D;CH0027442323;CH0027442323;SBI For AA-BBB D
SBF24P;CH0027442307;CH0027442307;SBI For AA-BBBP
SBF24T;CH0027442299;CH0027442299;SBI For AA-BBB T
SBF24Y;CH0027442315;CH0027442315;SBI For AA-BBB Y
SBF34D;CH0027442471;CH0027442471;SBI For A-BBB D
SBF34P;CH0027442448;CH0027442448;SBI For A-BBB P
SBF34T;CH0027442430;CH0027442430;SBI For A-BBB T
SBF34Y;CH0027442463;CH0027442463;SBI For A-BBB Y
SBFR2D;CH0027441085;CH0027441085;SBI For AA D
SBFR2P;CH0027441051;CH0027441051;SBI For AA P
SBFR2T;CH0027441036;CH0027441036;SBI For AA T
SBFR2Y;CH0027441077;CH0027441077;SBI For AA Y
SBFR3D;CH0027441358;CH0027441358;SBI For A D
SBFR3P;CH0027441333;CH0027441333;SBI For A P
SBFR3T;CH0027441218;CH0027441218;SBI For A T
SBFR3Y;CH0027441341;CH0027441341;SBI For A Y
SBFR4D;CH0027441515;CH0027441515;SBI For BBB D
SBFR4P;CH0027441481;CH0027441481;SBI For BBB P
SBFR4T;CH0027441465;CH0027441465;SBI For BBB T
SBFR4Y;CH0027441499;CH0027441499;SBI For BBB Y
SBIDGD;CH0002089891;CH0002089891;SBI Dom Gov AAA-BBB D
SBIDGP;CH0002079215;CH0002079215;SBI Dom Gov AAA-BBB P
SBIDGT;CH0002079199;CH0002079199;SBI Dom Gov AAA-BBB T
SBIDGY;CH0002089883;CH0002089883;SBI Dom Gov AAA-BBB Y
SBIGD1;CH0016203439;CH0016203439;SBI Dom Gov AAA-BBB 1-3 D
SBIGD3;CH0016203470;CH0016203470;SBI Dom Gov AAA-BBB 3-7 D
SBIGD7;CH0016203512;CH0016203512;SBI Dom Gov AAA-BBB 7+ D
SBIGP1;CH0016203405;CH0016203405;SBI Dom Gov AAA-BBB 1-3 P
SBIGP3;CH0016203447;CH0016203447;SBI Dom Gov AAA-BBB 3-7 P
SBIGP7;CH0016203488;CH0016203488;SBI Dom Gov AAA-BBB 7+ P
SBIGT1;CH0016203413;CH0016203413;SBI Dom Gov AAA-BBB 1-3 T
SBIGT3;CH0016203454;CH0016203454;SBI Dom Gov AAA-BBB 3-7 T
SBIGT7;CH0016203496;CH0016203496;SBI Dom Gov AAA-BBB 7+ T
SBIGY1;CH0016203421;CH0016203421;SBI Dom Gov AAA-BBB 1-3 Y
SBIGY3;CH0016203462;CH0016203462;SBI Dom Gov AAA-BBB 3-7 Y
SBIGY7;CH0016203504;CH0016203504;SBI Dom Gov AAA-BBB 7+ Y
SBIOM;CH0017810794;CH0017810794;SXI Bio + Medtech TR
SBIOMX;CH0017811156;CH0017811156;SXI Bio + Medtech PR
SBM100;CH0009985836;CH0009985836;UBS 100 MR
SBO100;CH0009985257;CH0009985257;UBS 100 OR
SBP;CH0002492293;CH0002492293CHF4;STE BANCAIRE PR I
SBR12D;CH0027441572;CH0027441572;SBI AAA-AA D
SBR12P;CH0027441556;CH0027441556;SBI AAA-AA P
SBR12T;CH0027441531;CH0027441531;SBI AAA-AA T
SBR12Y;CH0027441564;CH0027441564;SBI AAA-AA Y
SBR13D;CH0027441754;CH0027441754;SBI AAA-A D
SBR13P;CH0027441721;CH0027441721;SBI AAA-A P
SBR13T;CH0027441705;CH0027441705;SBI AAA-A T
SBR13Y;CH0027441747;CH0027441747;SBI AAA-A Y
SBR14D;CH0027441929;CH0027441929;SBI AAA-BBB D
SBR14P;CH0027441903;CH0027441903;SBI AAA-BBB P
SBR14T;CH0027441887;CH0027441887;SBI AAA-BBB T
SBR14Y;CH0027441911;CH0027441911;SBI AAA-BBB Y
SBR1D;CH0027440590;CH0027440590;SBI AAA D
SBR1P;CH0027440541;CH0027440541;SBI AAA P
SBR1T;CH0027440533;CH0027440533;SBI AAA T
SBR1Y;CH0027440566;CH0027440566;SBI AAA Y
SBR23D;CH0027442075;CH0027442075;SBI AA-A D
SBR23P;CH0027442042;CH0027442042;SBI AA-A P
SBR23T;CH0027442026;CH0027442026;SBI AA-A T
SBR23Y;CH0027442067;CH0027442067;SBI AA-A Y
SBR24D;CH0027442216;CH0027442216;SBI AA-BBB D
SBR24P;CH0027442190;CH0027442190;SBI AA-BBB P
SBR24T;CH0027442182;CH0027442182;SBI AA-BBB T
SBR24Y;CH0027442208;CH0027442208;SBI AA-BBB Y
SBR2D;CH0027440954;CH0027440954;SBI AA D
SBR2P;CH0027440848;CH0027440848;SBI AA P
SBR2T;CH0027440822;CH0027440822;SBI AA T
SBR2Y;CH0027444691;CH0027444691;SBI AA Y
SBR34D;CH0027442364;CH0027442364;SBI A-BBB D
SBR34P;CH0027442349;CH0027442349;SBI A-BBB P
SBR34T;CH0027442331;CH0027442331;SBI A-BBB T
SBR34Y;CH0027442356;CH0027442356;SBI A-BBB Y
SBR3D;CH0027441135;CH0027441135;SBI A D
SBR3P;CH0027441101;CH0027441101;SBI A P
SBR3T;CH0027441093;CH0027441093;SBI A T
SBR3Y;CH0027441127;CH0027441127;SBI A Y
SBR4D;CH0027441390;CH0027441390;SBI BBB D
SBR4P;CH0027441374;CH0027441374;SBI BBB P
SBR4T;CH0027441366;CH0027441366;SBI BBB T
SBR4Y;CH0027441382;CH0027441382;SBI BBB Y
SBRD1D;CH0027440657;CH0027440657;SBI Dom AAA D
SBRD1P;CH0027440624;CH0027440624;SBI Dom AAA P
SBRD1T;CH0027440616;CH0027440616;SBI Dom AAA T
SBRD1Y;CH0027440632;CH0027440632;SBI Dom AAA Y
SBRF1D;CH0027440798;CH0027440798;SBI For AAA D
SBRF1P;CH0027440681;CH0027440681;SBI For AAA P
SBRF1T;CH0027440665;CH0027440665;SBI For AAA T
SBRF1Y;CH0027440764;CH0027440764;SBI For AAA Y
SCHN;CH0024638212;CH0024638212CHF4;SCHINDLER N
SCHNE;CH0028278767;CH0028278767CHF4;SCHINDLER N 2.LINIE
SCHP;CH0024638196;CH0024638196CHF4;SCHINDLER PS
SCHPE;CH0028278759;CH0028278759CHF4;SCHINDLER PS 2.LINIE
SCMN;CH0008742519;CH0008742519CHF1;SWISSCOM N
SCR;FR0010411983;FR0010411983CHF4;SCOR SE
SD10D;CH0028464607;CH0028464607;SBI Dom AAA-BBB 10+ D
SD10P;CH0028464573;CH0028464573;SBI Dom AAA-BBB 10+ P
SD10T;CH0028464565;CH0028464565;SBI Dom AAA-BBB 10+ T
SD10Y;CH0028464599;CH0028464599;SBI Dom AAA-BBB 10+ Y
SD110D;CH0032973783;CH0032973783;SBI Dom AAA-BBB 1-10 D
SD110P;CH0032973767;CH0032973767;SBI Dom AAA-BBB 1-10 P
SD110T;CH0032973742;CH0032973742;SBI Dom AAA-BBB 1-10 T
SD110Y;CH0032973775;CH0032973775;SBI Dom AAA-BBB 1-10 Y
SD13D;CH0028464425;CH0028464425;SBI Dom AAA-BBB 1-3 D
SD13P;CH0028464409;CH0028464409;SBI Dom AAA-BBB 1-3 P
SD13T;CH0028464391;CH0028464391;SBI Dom AAA-BBB 1-3 T
SD13Y;CH0028464417;CH0028464417;SBI Dom AAA-BBB 1-3 Y
SD15AD;CH0032976364;CH0032976364;SBI Dom AAA-A 1-15 D
SD15AP;CH0032976349;CH0032976349;SBI Dom AAA-A 1-15 P
SD15AT;CH0032976331;CH0032976331;SBI Dom AAA-A 1-15 T
SD15AY;CH0032976356;CH0032976356;SBI Dom AAA-A 1-15 Y
SD15D;CH0032973684;CH0032973684;SBI Dom AAA-BBB 1-5 D
SD15DD;CH0032977966;CH0032977966;SBI Dom AAA-AA 1-15 D
SD15DP;CH0032977941;CH0032977941;SBI Dom AAA-AA 1-15 P
SD15DT;CH0032977933;CH0032977933;SBI Dom AAA-AA 1-15 T
SD15DY;CH0032977958;CH0032977958;SBI Dom AAA-AA 1-15 Y
SD15ND;CH0032974112;CH0032974112;SBI Dom Non-Gov AAA-BBB 1-15 D
SD15NP;CH0032974096;CH0032974096;SBI Dom Non-Gov AAA-BBB 1-15 P
SD15NT;CH0032974088;CH0032974088;SBI Dom Non-Gov AAA-BBB 1-15 T
SD15NY;CH0032974104;CH0032974104;SBI Dom Non-Gov AAA-BBB 1-15 Y
SD15P;CH0032973668;CH0032973668;SBI Dom AAA-BBB 1-5 P
SD15T;CH0032973650;CH0032973650;SBI Dom AAA-BBB 1-5 T
SD15Y;CH0032973676;CH0032973676;SBI Dom AAA-BBB 1-5 Y
SD35D;CH0028464474;CH0028464474;SBI Dom AAA-BBB 3-5 D
SD35P;CH0028464458;CH0028464458;SBI Dom AAA-BBB 3-5 P
SD35T;CH0028464433;CH0028464433;SBI Dom AAA-BBB 3-5 T
SD35Y;CH0028464466;CH0028464466;SBI Dom AAA-BBB 3-5 Y
SD51D;CH0032973734;CH0032973734;SBI Dom AAA-BBB 5-10 D
SD51P;CH0032973718;CH0032973718;SBI Dom AAA-BBB 5-10 P
SD51T;CH0032973700;CH0032973700;SBI Dom AAA-BBB 5-10 T
SD51Y;CH0032973726;CH0032973726;SBI Dom AAA-BBB 5-10 Y
SD57D;CH0028464516;CH0028464516;SBI Dom AAA-BBB 5-7 D
SD57P;CH0028464490;CH0028464490;SBI Dom AAA-BBB 5-7 P
SD57T;CH0028464482;CH0028464482;SBI Dom AAA-BBB 5-7 T
SD57Y;CH0028464508;CH0028464508;SBI Dom AAA-BBB 5-7 Y
SD71D;CH0028464557;CH0028464557;SBI Dom AAA-BBB 7-10 D
SD71P;CH0028464532;CH0028464532;SBI Dom AAA-BBB 7-10 P
SD71T;CH0028464524;CH0028464524;SBI Dom AAA-BBB 7-10 T
SD71Y;CH0028464540;CH0028464540;SBI Dom AAA-BBB 7-10 Y
SDA10D;CH0028465521;CH0028465521;SBI Dom AAA-A 10+ D
SDA10P;CH0028465505;CH0028465505;SBI Dom AAA-A 10+ P
SDA10T;CH0028465497;CH0028465497;SBI Dom AAA-A 10+ T
SDA10Y;CH0028465513;CH0028465513;SBI Dom AAA-A 10+ Y
SDA11D;CH0032976315;CH0032976315;SBI Dom AAA-A 1-10 D
SDA11P;CH0032976273;CH0032976273;SBI Dom AAA-A 1-10 P
SDA11T;CH0032976265;CH0032976265;SBI Dom AAA-A 1-10 T
SDA11Y;CH0032976307;CH0032976307;SBI Dom AAA-A 1-10 Y
SDA13D;CH0028465364;CH0028465364;SBI Dom AAA-A 1-3 D
SDA13P;CH0028465331;CH0028465331;SBI Dom AAA-A 1-3 P
SDA13T;CH0028465323;CH0028465323;SBI Dom AAA-A 1-3 T
SDA13Y;CH0028465356;CH0028465356;SBI Dom AAA-A 1-3 Y
SDA15D;CH0032976190;CH0032976190;SBI Dom AAA-A 1-5 D
SDA15P;CH0032976174;CH0032976174;SBI Dom AAA-A 1-5 P
SDA15T;CH0032976166;CH0032976166;SBI Dom AAA-A 1-5 T
SDA15Y;CH0032976182;CH0032976182;SBI Dom AAA-A 1-5 Y
SDA35D;CH0028465406;CH0028465406;SBI Dom AAA-A 3-5 D
SDA35P;CH0028465380;CH0028465380;SBI Dom AAA-A 3-5 P
SDA35T;CH0028465372;CH0028465372;SBI Dom AAA-A 3-5 T
SDA35Y;CH0028465398;CH0028465398;SBI Dom AAA-A 3-5 Y
SDA51D;CH0032976240;CH0032976240;SBI Dom AAA-A 5-10 D
SDA51P;CH0032976216;CH0032976216;SBI Dom AAA-A 5-10 P
SDA51T;CH0032976208;CH0032976208;SBI Dom AAA-A 5-10 T
SDA51Y;CH0032976232;CH0032976232;SBI Dom AAA-A 5-10 Y
SDA55D;CH0032976406;CH0032976406;SBI Dom AAA-A 15+ D
SDA55P;CH0032976380;CH0032976380;SBI Dom AAA-A 15+ P
SDA55T;CH0032976372;CH0032976372;SBI Dom AAA-A 15+ T
SDA55Y;CH0032976398;CH0032976398;SBI Dom AAA-A 15+ Y
SDA57D;CH0028465448;CH0028465448;SBI Dom AAA-A 5-7 D
SDA57P;CH0028465422;CH0028465422;SBI Dom AAA-A 5-7 P
SDA57T;CH0028465414;CH0028465414;SBI Dom AAA-A 5-7 T
SDA57Y;CH0028465430;CH0028465430;SBI Dom AAA-A 5-7 Y
SDA71D;CH0028465489;CH0028465489;SBI Dom AAA-A 7-10 D
SDA71P;CH0028465463;CH0028465463;SBI Dom AAA-A 7-10 P
SDA71T;CH0028465455;CH0028465455;SBI Dom AAA-A 7-10 T
SDA71Y;CH0028465471;CH0028465471;SBI Dom AAA-A 7-10 Y
SDAAD;CH0032978089;CH0032978089;SBI Dom Non-Gov AAA-AAD
SDAAP;CH0032978055;CH0032978055;SBI Dom Non-Gov AAA-AAP
SDAAT;CH0032978048;CH0032978048;SBI Dom Non-Gov AAA-AAT
SDAAY;CH0032978063;CH0032978063;SBI Dom Non-Gov AAA-AAY
SDD10D;CH0032977743;CH0032977743;SBI Dom AAA-AA 10+ D
SDD10P;CH0032977727;CH0032977727;SBI Dom AAA-AA 10+ P
SDD10T;CH0032977719;CH0032977719;SBI Dom AAA-AA 10+ T
SDD10Y;CH0032977735;CH0032977735;SBI Dom AAA-AA 10+ Y
SDD11D;CH0032977925;CH0032977925;SBI Dom AAA-AA 1-10 D
SDD11P;CH0032977883;CH0032977883;SBI Dom AAA-AA 1-10 P
SDD11T;CH0032977867;CH0032977867;SBI Dom AAA-AA 1-10 T
SDD11Y;CH0032977917;CH0032977917;SBI Dom AAA-AA 1-10 Y
SDD13D;CH0032977545;CH0032977545;SBI Dom AAA-AA 1-3 D
SDD13P;CH0032977529;CH0032977529;SBI Dom AAA-AA 1-3 P
SDD13T;CH0032977511;CH0032977511;SBI Dom AAA-AA 1-3 T
SDD13Y;CH0032977537;CH0032977537;SBI Dom AAA-AA 1-3 Y
SDD15D;CH0032977792;CH0032977792;SBI Dom AAA-AA 1-5 D
SDD15P;CH0032977768;CH0032977768;SBI Dom AAA-AA 1-5 P
SDD15T;CH0032977750;CH0032977750;SBI Dom AAA-AA 1-5 T
SDD15Y;CH0032977776;CH0032977776;SBI Dom AAA-AA 1-5 Y
SDD35D;CH0032977602;CH0032977602;SBI Dom AAA-AA 3-5 D
SDD35P;CH0032977586;CH0032977586;SBI Dom AAA-AA 3-5 P
SDD35T;CH0032977560;CH0032977560;SBI Dom AAA-AA 3-5 T
SDD35Y;CH0032977594;CH0032977594;SBI Dom AAA-AA 3-5 Y
SDD51D;CH0032977842;CH0032977842;SBI Dom AAA-AA 5-10 D
SDD51P;CH0032977826;CH0032977826;SBI Dom AAA-AA 5-10 P
